Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.013
B,,1_2,0.013
B,,2_1,0.014
B,,2_2,0.015
C,,0,0.01
C,,0,0.011
C,,0,0.011
C,,549.5825955,0.294
C,,549.5825955,0.295
C,,549.5825955,0.292
C,,1099.165191,0.566
C,,1099.165191,0.644
C,,1099.165191,0.567
C,,4396.660764,2.238
C,,4396.660764,2.239
C,,4396.660764,2.238
O,0.3,LIF-361,1.062
D,,LIF-361,1.064
O,0.3,LIF-362,1.333
D,,LIF-362,1.321
O,0.3,LIF-363,1.89
D,,LIF-363,1.87
O,0.3,LIF-364,1.674
D,,LIF-364,1.71
O,0.3,LIF-365,1.264
D,,LIF-365,1.305
O,0.3,LIF-366,1.609
D,,LIF-366,1.6
O,0.3,LIF-367,1.032
D,,LIF-367,1.059
O,0.3,LIF-368,0.192
D,,LIF-368,0.193
O,0.3,LIF-369,1.062
D,,LIF-369,1.087
O,0.3,LIF-370,0.732
D,,LIF-370,0.689
O,0.3,LIF-371,0.963
D,,LIF-371,0.899
O,0.3,LIF-372,1.109
D,,LIF-372,1.129
O,0.3,LIF-373,0.462
D,,LIF-373,0.475
O,0.3,LIF-374,0.605
D,,LIF-374,0.605
O,0.3,LIF-375,0.827
D,,LIF-375,0.825
O,0.3,LIF-376,0.869
D,,LIF-376,0.857
O,0.3,LIF-377,1.147
D,,LIF-377,1.15
O,0.3,LIF-378,1.41
D,,LIF-378,1.265
O,0.3,LIF-379,0.683
D,,LIF-379,0.686
O,0.3,LIF-380,0.376
D,,LIF-380,0.362
O,,LIF-381,1.41
D,,LIF-381,1.404
O,,LIF-382,0.578
D,,LIF-382,0.575
O,,LIF-383,0.987
D,,LIF-383,0.991
O,,LIF-384,0.434
D,,LIF-384,0.427
O,,LIF-385,0.93
D,,LIF-385,0.951
O,,LIF-386,1.323
D,,LIF-386,1.318
O,,LIF-387,1.271
D,,LIF-387,1.28
O,,LIF-388,0.332
D,,LIF-388,0.333
