Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.008
B,,1_2,0.009
B,,2_1,0.008
B,,2_2,0.008
C,,0,0.006
C,,0,0.005
C,,0,0.006
C,,549.5825955,0.29
C,,549.5825955,0.293
C,,549.5825955,0.291
C,,1099.165191,0.555
C,,1099.165191,0.576
C,,1099.165191,0.582
C,,4396.660764,2.288
C,,4396.660764,2.334
C,,4396.660764,2.288
O,0.3,LIF-269,0.518
D,,LIF-269,0.49
O,0.3,LIF-270,0.484
D,,LIF-270,0.472
O,0.3,LIF-271,0.703
D,,LIF-271,0.249
O,0.3,LIF-272,0.43
D,,LIF-272,0.455
O,0.3,LIF-273,0.362
D,,LIF-273,0.353
O,0.3,LIF-274,0.348
D,,LIF-274,0.368
O,0.3,LIF-275,0.4
D,,LIF-275,0.373
O,0.3,LIF-276,0.218
D,,LIF-276,0.227
O,0.3,LIF-277,0.252
D,,LIF-277,0.279
O,0.3,LIF-278,0.16
D,,LIF-278,0.148
O,0.3,LIF-279,0.228
D,,LIF-279,0.229
O,0.3,LIF-280,0.266
D,,LIF-280,0.29
O,0.3,LIF-281,0.321
D,,LIF-281,0.327
O,0.3,LIF-282,0.253
D,,LIF-282,0.254
O,0.3,LIF-283,0.268
D,,LIF-283,0.313
O,0.3,LIF-284,0.345
D,,LIF-284,0.316
O,0.3,LIF-285,0.242
D,,LIF-285,0.237
O,0.3,LIF-286,0.222
D,,LIF-286,0.226
O,0.3,LIF-287,0.43
D,,LIF-287,0.429
O,0.3,LIF-288,0.823
D,,LIF-288,0.794
O,0.3,LIF-289,0.252
D,,LIF-289,0.247
O,0.3,LIF-290,0.421
D,,LIF-290,0.371
O,0.3,LIF-291,0.714
D,,LIF-291,0.611
O,0.3,LIF-292,0.421
D,,LIF-292,0.418
O,0.3,LIF-293,0.32
D,,LIF-293,0.32
O,0.3,LIF-294,0.397
D,,LIF-294,0.404
O,0.3,LIF-295,0.513
D,,LIF-295,0.517
O,0.3,LIF-296,0.536
D,,LIF-296,0.537
