Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,
B,,1_2,
B,,2_1,
B,,2_2,
C,,0.0,
C,,0.0,
C,,0.0,
C,,1500.0,
C,,1500.0,
C,,1500.0,
C,,3000.0,
C,,3000.0,
C,,3000.0,
C,,4500.0,
C,,4500.0,
C,,4500.0,
O,,SD_468,
D,,SD_468,
O,,SD_469,
D,,SD_469,
O,,SD_470,
D,,SD_470,
O,,SD_471,
D,,SD_471,
O,,SD_472,
D,,SD_472,
O,,SD_473,
D,,SD_473,
O,,SD_474,
D,,SD_474,
O,,SD_475,
D,,SD_475,
O,,SD_476,
D,,SD_476,
O,,SD_477,
D,,SD_477,
O,,SD_478,
D,,SD_478,
O,,SD_479,
D,,SD_479,
O,,SD_480,
D,,SD_480,
O,,SD_481,
D,,SD_481,
O,,SD_482,
D,,SD_482,
O,,SD_483,
D,,SD_483,
O,,SD_484,
D,,SD_484,
O,,SD_485,
D,,SD_485,
O,,SD_486,
D,,SD_486,
O,,SD_487,
D,,SD_487,
O,,SD_488,
D,,SD_488,
O,,SD_489,
D,,SD_489,
O,,SD_490,
D,,SD_490,
O,,SD_491,
D,,SD_491,
O,,SD_492,
D,,SD_492,
O,,SD_493,
D,,SD_493,
O,,SD_494,
D,,SD_494,
O,,SD_495,
D,,SD_495,
