Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.002
B,,1_2,0.001
B,,2_1,0.003
B,,2_2,0.002
C,,0,0.001
C,,0,0.001
C,,0,0.001
C,,1500,0.172
C,,1500,0.173
C,,1500,0.177
C,,3000,0.34
C,,3000,0.341
C,,3000,0.345
C,,4500,0.505
C,,4500,0.517
C,,4500,0.513
O,0.3,LIF-469,0.093
D,0.3,LIF-469,0.089
O,0.3,LIF-470,0.076
D,0.3,LIF-470,0.077
O,0.3,LIF-474,0.11
D,0.3,LIF-474,0.114
O,0.3,LIF-478,0.08
D,0.3,LIF-478,0.077
O,0.3,LIF-479,0.231
D,0.3,LIF-479,0.234
O,0.3,LIF-480,0.085
D,0.3,LIF-480,0.084
O,0.3,LIF-485,0.116
D,0.3,LIF-485,0.115
O,0.3,LIF-487,0.113
D,0.3,LIF-487,0.112
O,0.3,LIF-488,0.104
D,0.3,LIF-488,0.106
O,0.3,LIF-489,0.1
D,0.3,LIF-489,0.103
O,0.3,LIF-490,0.111
D,0.3,LIF-490,0.112
O,0.3,LIF-494,0.107
D,0.3,LIF-494,0.103
O,0.3,LIF-495,0.006
D,0.3,LIF-495,0.002
O,0.3,LIF-496,0.057
D,0.3,LIF-496,0.067
O,0.3,LIF-497,0.074
D,0.3,LIF-497,0.071
O,0.3,LIF-498,0.067
D,0.3,LIF-498,0.072
O,0.3,LIF-501,0.117
D,0.3,LIF-501,0.117
O,0.3,LIF-502,0.063
D,0.3,LIF-502,0.061
O,0.3,LIF-505,0.073
D,0.3,LIF-505,0.074
O,0.3,LIF-507,0.063
D,0.3,LIF-507,0.062
O,0.3,LIF-509,0.089
D,0.3,LIF-509,0.093
O,0.3,LIF-512,0.084
D,0.3,LIF-512,0.084
O,0.3,LIF-516,0.073
D,0.3,LIF-516,0.073
O,0.3,LIF-521,0.072
D,0.3,LIF-521,0.072
O,0.3,LIF-522,0.073
D,0.3,LIF-522,0.075
O,0.3,LIF-525,0.063
D,0.3,LIF-525,0.065
O,0.3,LIF-526,0.073
D,0.3,LIF-526,0.07
O,0.3,LIF-539,0.076
D,0.3,LIF-539,0.06
