Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.002
B,,1_2,0.002
B,,2_1,0.003
B,,2_2,0.003
C,,0,0.001
C,,0,0.001
C,,0,0.002
C,,1500,0.171
C,,1500,0.171
C,,1500,0.171
C,,3000,0.334
C,,3000,0.336
C,,3000,0.336
C,,4500,0.506
C,,4500,0.507
C,,4500,0.5
O,0.3,LIF-527,0.06
D,0.3,LIF-527,0.056
O,0.3,LIF-528,0.056
D,0.3,LIF-528,0.056
O,0.3,LIF-529,0.043
D,0.3,LIF-529,0.043
O,0.3,LIF-530,0.073
D,0.3,LIF-530,0.074
O,0.3,LIF-531,0.058
D,0.3,LIF-531,0.057
O,0.3,LIF-532,0.042
D,0.3,LIF-532,0.042
O,0.3,LIF-533,-0.002
D,0.3,LIF-533,-0.005
O,0.3,LIF-534,0.047
D,0.3,LIF-534,0.048
O,0.3,LIF-535,0.047
D,0.3,LIF-535,0.048
O,0.3,LIF-536,0.061
D,0.3,LIF-536,0.058
O,0.3,LIF-537,0.043
D,0.3,LIF-537,0.043
O,0.3,LIF-538,-0.007
D,0.3,LIF-538,-0.005
O,0.3,LIF-539,0.046
D,0.3,LIF-539,0.053
O,0.3,LIF-540,0.051
D,0.3,LIF-540,0.046
