Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.007
B,,1_2,0.007
B,,2_1,0.009
B,,2_2,0.008
C,,0,0.007
C,,0,0.006
C,,0,0.006
C,,549.5825955,0.36
C,,549.5825955,0.345
C,,549.5825955,0.359
C,,1099.165191,0.696
C,,1099.165191,0.706
C,,1099.165191,0.697
C,,4396.660764,2.708
C,,4396.660764,0.094
C,,4396.660764,2.698
O,,A-57,0.273
D,,A-57,0.257
O,,A-58,0.489
D,,A-58,0.51
O,,A-59,0.291
D,,A-59,0.319
O,,A-60,0.197
D,,A-60,0.192
O,,A-61,0.367
D,,A-61,0.402
O,,A-62,0.105
D,,A-62,0.163
O,,A-63,0.141
D,,A-63,0.14
O,,A-64,0.154
D,,A-64,0.155
O,,A-65,0.186
D,,A-65,0.181
O,,A-66,0.633
D,,A-66,0.636
O,,A-67,0.111
D,,A-67,0.096
O,,A-68,0.318
D,,A-68,0.325
O,,A-69,0.161
D,,A-69,0.158
O,,A-70,-0.064
D,,A-70,0.108
O,,A-71,0.148
D,,A-71,0.147
O,,A-72,0.244
D,,A-72,0.244
O,,A-73,0.117
D,,A-73,0.13
O,,A-74,0.114
D,,A-74,0.117
O,,A-75,0.101
D,,A-75,0.092
O,,A-76,0.138
D,,A-76,0.132
O,,A-77,0.106
D,,A-77,0.113
O,,A-78,0.11
D,,A-78,0.117
O,,A-79,0.15
D,,A-79,0.15
O,,A-80,0.096
D,,A-80,0.095
O,,A-81,0.123
D,,A-81,0.127
O,,A-82,0.124
D,,A-82,0.12
O,,A-83,0.146
D,,A-83,0.145
O,,A-84,0.088
D,,A-84,0.084
