Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.012
B,,1_2,0.012
B,,2_1,0.012
B,,2_2,0.01
C,,0,0.009
C,,0,0.009
C,,0,0.011
C,,549.5825955,0.379
C,,549.5825955,0.369
C,,549.5825955,0.252
C,,1099.165191,0.745
C,,1099.165191,0.738
C,,1099.165191,0.726
C,,4396.660764,2.78
C,,4396.660764,2.738
C,,4396.660764,2.782
O,,A-85,0.146
D,,A-85,0.13
O,,A-86,0.289
D,,A-86,0.28
O,,A-87,0.201
D,,A-87,0.198
O,,A-88,0.697
D,,A-88,0.703
O,,A-89,0.214
D,,A-89,0.209
O,,A-90,0.221
D,,A-90,0.214
O,,A-91,0.132
D,,A-91,0.128
O,,A-92,0.27
D,,A-92,0.273
O,,A-93,0.236
D,,A-93,0.231
O,,A-94,0.26
D,,A-94,0.257
O,,A-95,0.164
D,,A-95,0.165
O,,A-96,0.118
D,,A-96,0.147
O,,A-97,0.467
D,,A-97,0.466
O,,A-98,0.099
D,,A-98,0.102
O,,A-99,0.199
D,,A-99,0.2
O,,A-100,0.09
D,,A-100,0.092
O,,A-101,0.232
D,,A-101,0.224
O,,A-102,0.153
D,,A-102,0.17
O,,A-103,0.103
D,,A-103,0.104
O,,A-104,0.161
D,,A-104,0.157
O,,A-105,0.243
D,,A-105,0.246
O,,A-106,0.129
D,,A-106,0.134
O,,A-107,0.22
D,,A-107,0.224
O,,A-108,0.137
D,,A-108,0.134
O,,A-109,0.143
D,,A-109,0.149
O,,A-110,0.105
D,,A-110,0.099
O,,A-111,0.079
D,,A-111,0.083
O,,A-112,0.27
D,,A-112,0.281
