Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.008
B,,1_2,0.009
B,,2_1,0.009
B,,2_2,0.012
C,,0,0.008
C,,0,0.007
C,,0,0.007
C,,549.5825955,0.332
C,,549.5825955,0.33
C,,549.5825955,0.332
C,,1099.165191,0.657
C,,1099.165191,0.649
C,,1099.165191,0.642
C,,4396.660764,2.557
C,,4396.660764,2.556
C,,4396.660764,2.547
O,,A-01,0.837
D,,A-01,0.845
O,,A-02,0.346
D,,A-02,0.342
O,,A-03,0.902
D,,A-03,0.956
O,,A-04,0.74
D,,A-04,0.722
O,,A-05,0.568
D,,A-05,0.561
O,,A-06,1.134
D,,A-06,1.119
O,,A-07,1.064
D,,A-07,1.083
O,,A-08,0.576
D,,A-08,0.571
O,,A-09,0.783
D,,A-09,0.843
O,,A-10,0.584
D,,A-10,0.561
O,,A-11,0.744
D,,A-11,0.746
O,,A-12,0.691
D,,A-12,0.699
O,,A-13,0.477
D,,A-13,0.473
O,,A-14,1.188
D,,A-14,1.192
O,,A-15,1.043
D,,A-15,1.035
O,,A-16,1.18
D,,A-16,0.992
O,,A-17,0.606
D,,A-17,0.603
O,,A-18,2.064
D,,A-18,2.068
O,,A-19,0.804
D,,A-19,0.814
O,,A-20,1.254
D,,A-20,1.282
O,,A-21,0.411
D,,A-21,0.403
O,,A-22,1.139
D,,A-22,1.138
O,,A-23,0.909
D,,A-23,0.89
O,,A-24,0.687
D,,A-24,0.687
O,,A-25,0.803
D,,A-25,0.811
O,,A-26,0.589
D,,A-26,0.581
O,,A-27,0.794
D,,A-27,0.801
O,,A-28,0.498
D,,A-28,0.485
