Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.008
B,,1_2,0.009
B,,2_1,0.008
B,,2_2,0.008
C,,0,0.007
C,,0,0.006
C,,0,0.006
C,,549.5825955,0.375
C,,549.5825955,0.369
C,,549.5825955,0.378
C,,1099.165191,0.728
C,,1099.165191,0.736
C,,1099.165191,0.723
C,,4396.660764,2.791
C,,4396.660764,2.785
C,,4396.660764,2.79
O,0.3,LIF-419,0.399
D,0.3,LIF-419,0.378
O,0.3,LIF-420,0.679
D,0.3,LIF-420,0.677
O,0.3,LIF-421,0.695
D,0.3,LIF-421,0.713
O,0.3,LIF-422,0.709
D,0.3,LIF-422,0.734
O,0.3,LIF-423,0.635
D,0.3,LIF-423,0.615
O,0.3,LIF-424,0.735
D,0.3,LIF-424,0.742
O,0.3,LIF-425,0.693
D,0.3,LIF-425,0.672
O,0.3,LIF-426,0.707
D,0.3,LIF-426,0.725
O,0.3,LIF-427,0.634
D,0.3,LIF-427,0.681
O,0.3,LIF-428,0.773
D,0.3,LIF-428,0.776
O,0.3,LIF-429,0.955
D,0.3,LIF-429,0.949
O,0.3,LIF-430,0.408
D,0.3,LIF-430,0.418
O,0.3,LIF-431,0.295
D,0.3,LIF-431,0.304
O,0.3,LIF-432,0.672
D,0.3,LIF-432,0.678
O,0.3,LIF-433,0.387
D,0.3,LIF-433,0.396
O,0.3,LIF-434,0.554
D,0.3,LIF-434,0.543
O,0.3,LIF-435,0.548
D,0.3,LIF-435,0.545
O,0.3,LIF-436,0.34
D,0.3,LIF-436,0.353
O,0.3,LIF-437,0.467
D,0.3,LIF-437,0.441
O,0.3,LIF-438,0.367
D,0.3,LIF-438,0.403
O,0.3,LIF-439,0.4
D,0.3,LIF-439,0.42
O,0.3,LIF-440,0.639
D,0.3,LIF-440,0.644
O,0.3,LIF-441,0.537
D,0.3,LIF-441,0.549
O,0.3,LIF-442,0.688
D,0.3,LIF-442,0.715
O,0.3,LIF-443,0.547
D,0.3,LIF-443,0.542
O,0.3,LIF-444,0.728
D,0.3,LIF-444,0.745
O,0.3,LIF-445,0.722
D,0.3,LIF-445,0.737
O,0.3,LIF-446,0.497
D,0.3,LIF-446,0.495
