Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.011
B,,1_2,0.008
B,,2_1,0.008
B,,2_2,0.013
C,,0,0.007
C,,0,0.005
C,,0,0.006
C,,549.5825955,0.338
C,,549.5825955,0.35
C,,549.5825955,0.335
C,,1099.165191,0.668
C,,1099.165191,0.655
C,,1099.165191,0.66
C,,4396.660764,2.553
C,,4396.660764,2.598
C,,4396.660764,2.509
O,0.3,LIF-391,0.474
D,,LIF-391,0.462
O,0.3,LIF-392,0.398
D,,LIF-392,0.389
O,0.3,LIF-393,0.343
D,,LIF-393,0.338
O,0.3,LIF-394,0.58
D,,LIF-394,0.582
O,0.3,LIF-395,0.259
D,,LIF-395,0.272
O,0.3,LIF-396,0.454
D,,LIF-396,0.459
O,0.3,LIF-397,0.533
D,,LIF-397,0.531
O,0.3,LIF-398,0.525
D,,LIF-398,0.506
O,0.3,LIF-399,0.478
D,,LIF-399,0.476
O,0.3,LIF-400,0.341
D,,LIF-400,-0.07
O,0.3,LIF-401,0.301
D,,LIF-401,0.288
O,0.3,LIF-402,0.518
D,,LIF-402,0.525
O,0.3,LIF-403,0.374
D,,LIF-403,0.37
O,0.3,LIF-404,0.389
D,,LIF-404,0.392
O,0.3,LIF-405,0.341
D,,LIF-405,0.334
O,0.3,LIF-406,0.41
D,,LIF-406,0.423
O,0.2,LIF-407,0.372
D,,LIF-407,0.361
O,0.3,LIF-408,0.555
D,,LIF-408,0.536
O,0.3,LIF-409,0.582
D,,LIF-409,0.568
O,0.3,LIF-410,-0.074
D,,LIF-410,0.338
O,0.3,LIF-411,0.471
D,,LIF-411,0.47
O,0.3,LIF-412,0.407
D,,LIF-412,0.403
O,0.3,LIF-413,0.278
D,,LIF-413,0.269
O,0.3,LIF-414,0.367
D,,LIF-414,0.351
O,0.3,LIF-415,0.429
D,,LIF-415,0.428
O,0.3,LIF-416,0.443
D,,LIF-416,0.436
