Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,
B,,1_2,
B,,2_1,
B,,2_2,
C,,0.0,
C,,0.0,
C,,0.0,
C,,1500.0,
C,,1500.0,
C,,1500.0,
C,,3000.0,
C,,3000.0,
C,,3000.0,
C,,4500.0,
C,,4500.0,
C,,4500.0,
O,,RV_CTS_001,
D,,RV_CTS_001,
O,,RV_CTS_002,
D,,RV_CTS_002,
O,,RV_CTS_003,
D,,RV_CTS_003,
O,,RV_CTS_004,
D,,RV_CTS_004,
O,,RV_CTS_005,
D,,RV_CTS_005,
O,,RV_CTS_006,
D,,RV_CTS_006,
O,,RV_CTS_007,
D,,RV_CTS_007,
O,,RV_CTS_008,
D,,RV_CTS_008,
O,,RV_CTS_009,
D,,RV_CTS_009,
O,,RV_CTS_010,
D,,RV_CTS_010,
O,,RV_CTS_011,
D,,RV_CTS_011,
O,,RV_CTS_012,
D,,RV_CTS_012,
O,,RV_CTS_013,
D,,RV_CTS_013,
O,,RV_CTS_014,
D,,RV_CTS_014,
O,,RV_CTS_015,
D,,RV_CTS_015,
O,,RV_CTS_016,
D,,RV_CTS_016,
O,,RV_CTS_017,
D,,RV_CTS_017,
O,,RV_CTS_018,
D,,RV_CTS_018,
O,,RV_CTS_019,
D,,RV_CTS_019,
O,,RV_CTS_020,
D,,RV_CTS_020,
O,,RV_CTS_021,
D,,RV_CTS_021,
O,,RV_CTS_022,
D,,RV_CTS_022,
O,,RV_CTS_023,
D,,RV_CTS_023,
O,,RV_CTS_024,
D,,RV_CTS_024,
O,,RV_CTS_025,
D,,RV_CTS_025,
O,,RV_CTS_026,
D,,RV_CTS_026,
O,,RV_CTS_027,
D,,RV_CTS_027,
O,,RV_CTS_028,
D,,RV_CTS_028,
O,,RV_CTS_029,
D,,RV_CTS_029,
O,,RV_CTS_030,
D,,RV_CTS_030,
O,,RV_CTS_031,
D,,RV_CTS_031,
O,,RV_CTS_032,
D,,RV_CTS_032,
O,,RV_CTS_033,
D,,RV_CTS_033,
O,,RV_CTS_034,
D,,RV_CTS_034,
O,,RV_CTS_035,
D,,RV_CTS_035,
O,,RV_CTS_036,
D,,RV_CTS_036,
O,,RV_CTS_037,
D,,RV_CTS_037,
O,,RV_CTS_038,
D,,RV_CTS_038,
O,,RV_CTS_039,
D,,RV_CTS_039,
O,,RV_CTS_040,
D,,RV_CTS_040,
O,,RV_CTS_041,
D,,RV_CTS_041,
O,,RV_CTS_042,
D,,RV_CTS_042,
O,,RV_CTS_043,
D,,RV_CTS_043,
O,,RV_CTS_044,
D,,RV_CTS_044,
O,,RV_CTS_045,
D,,RV_CTS_045,
O,,RV_CTS_046,
D,,RV_CTS_046,
O,,RV_CTS_047,
D,,RV_CTS_047,
O,,RV_CTS_048,
D,,RV_CTS_048,
O,,RV_CTS_049,
D,,RV_CTS_049,
O,,RV_CTS_050,
D,,RV_CTS_050,
