Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.005
B,,1_2,0.006
B,,2_1,0.005
B,,2_2,0.005
C,,0,0.008
C,,0,0.009
C,,0,0.008
C,,549.5825955,0.350
C,,549.5825955,0.352
C,,549.5825955,0.310
C,,1099.165191,0.415
C,,1099.165191,0.367
C,,1099.165191,0.359
C,,1648.7,0.998
C,,1648.7,1.071
C,,1648.7,0.957
C,,2200,1.213
C,,2200,1.377
C,,2200,1.416
C,,3300,1.892
C,,3300,1.817
C,,3300,2.005
C,,4400,2.539
C,,4400,2.638
C,,4400,2.609
O,,LIG-74,0.666
D,,LIG-74,0.664
O,,LIG-75,1.138
D,,LIG-75,1.118
O,,LIG-76,0.806
D,,LIG-76,0.804
O,,LIG-77,0.119
D,,LIG-77,0.114
O,,LIG-78,0.563
D,,LIG-78,0.555
O,,LIG-79,0.128
D,,LIG-79,0.122
O,,LIG-80,0.187
D,,LIG-80,0.186
O,,LIG-81,0.026
D,,LIG-81,0.026
O,,LIG-82,0.032
D,,LIG-82,0.035
O,,LIG-83,0.038
D,,LIG-83,0.038
O,,LIG-84,0.037
D,,LIG-84,0.038
O,,LIG-85,0.054
D,,LIG-85,0.052
O,,LIG-86,0.048
D,,LIG-86,0.048
O,,LIG-87,0.051
D,,LIG-87,0.050
O,,LIG-88,0.046
D,,LIG-88,0.041
O,,LIG-89,0.045
D,,LIG-89,0.047
O,,LIG-90,0.050
D,,LIG-90,0.053
O,,LIG-91,0.044
D,,LIG-91,0.045
O,,LIG-92,0.045
D,,LIG-92,0.042
O,,LIG-93,0.048
D,,LIG-93,0.047
O,,LIG-94,0.043
D,,LIG-94,0.044
O,,LIG-95,0.043
D,,LIG-95,0.042
O,,LIG-96,0.046
D,,LIG-96,0.045
