Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.003
B,,1_2,0.003
B,,2_1,0.001
B,,2_2,0.003
C,,0,0.002
C,,0,0.001
C,,0,0.003
C,,1500,0.15
C,,1500,0.153
C,,1500,0.156
C,,3000,0.282
C,,3000,0.296
C,,3000,0.289
C,,4500,0.408
C,,4500,0.415
C,,4500,0.427
O,0.3,LIG-217,0.062
D,,LIG-217,0.062
O,0.3,LIG-218,0.091
D,,LIG-218,0.088
O,0.3,LIG-219,0.095
D,,LIG-219,0.095
O,0.3,LIG-220,0.112
D,,LIG-220,0.11
O,0.3,LIG-221,0.048
D,,LIG-221,0.045
O,0.3,LIG-222,0.042
D,,LIG-222,0.039
O,0.3,LIG-223,0.044
D,,LIG-223,0.044
O,0.3,LIG-224,0.04
D,,LIG-224,0.046
O,0.3,LIG-225,0.053
D,,LIG-225,0.043
O,0.3,LIG-227,0.052
D,,LIG-227,0.054
O,0.3,LIG-228,0.048
D,,LIG-228,0.048
O,0.3,LIG-229,0.041
D,,LIG-229,0.05
O,0.3,LIG-230,0.045
D,,LIG-230,0.049
O,0.3,LIG-235,0.049
D,,LIG-235,0.055
O,0.3,LIG-236,0.066
D,,LIG-236,0.052
O,0.3,LIG-237,0.048
D,,LIG-237,0.052
O,0.3,LIG-238,0.056
D,,LIG-238,0.058
O,0.3,LIG-239,0.066
D,,LIG-239,0.077
O,0.3,LIG-240,0.057
D,,LIG-240,0.066
