Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,
B,,1_2,
B,,2_1,
B,,2_2,
C,,0.0,
C,,0.0,
C,,0.0,
C,,1500.0,
C,,1500.0,
C,,1500.0,
C,,3000.0,
C,,3000.0,
C,,3000.0,
C,,4500.0,
C,,4500.0,
C,,4500.0,
O,,MR_USB_121,
D,,MR_USB_121,
O,,MR_USB_122,
D,,MR_USB_122,
O,,MR_USB_123,
D,,MR_USB_123,
O,,MR_USB_124,
D,,MR_USB_124,
O,,MR_USB_125,
D,,MR_USB_125,
O,,MR_USB_126,
D,,MR_USB_126,
O,,MR_USB_127,
D,,MR_USB_127,
O,,MR_USB_128,
D,,MR_USB_128,
O,,MR_USB_129,
D,,MR_USB_129,
O,,MR_USB_130,
D,,MR_USB_130,
O,,MR_USB_131,
D,,MR_USB_131,
O,,MR_USB_132,
D,,MR_USB_132,
O,,MR_USB_133,
D,,MR_USB_133,
O,,MR_USB_134,
D,,MR_USB_134,
O,,MR_USB_135,
D,,MR_USB_135,
O,,MR_USB_136,
D,,MR_USB_136,
O,,MR_USB_137,
D,,MR_USB_137,
O,,MR_USB_138,
D,,MR_USB_138,
O,,MR_USB_139,
D,,MR_USB_139,
O,,MR_USB_140,
D,,MR_USB_140,
