Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,
B,,1_2,
B,,2_1,
B,,2_2,
C,,0.0,
C,,0.0,
C,,0.0,
C,,1500.0,
C,,1500.0,
C,,1500.0,
C,,3000.0,
C,,3000.0,
C,,3000.0,
C,,4500.0,
C,,4500.0,
C,,4500.0,
O,,MR_USB_001,
D,,MR_USB_001,
O,,MR_USB_002,
D,,MR_USB_002,
O,,MR_USB_003,
D,,MR_USB_003,
O,,MR_USB_004,
D,,MR_USB_004,
O,,MR_USB_005,
D,,MR_USB_005,
O,,MR_USB_006,
D,,MR_USB_006,
O,,MR_USB_007,
D,,MR_USB_007,
O,,MR_USB_008,
D,,MR_USB_008,
O,,MR_USB_009,
D,,MR_USB_009,
O,,MR_USB_010,
D,,MR_USB_010,
O,,MR_USB_011,
D,,MR_USB_011,
O,,MR_USB_012,
D,,MR_USB_012,
O,,MR_USB_013,
D,,MR_USB_013,
O,,MR_USB_014,
D,,MR_USB_014,
O,,MR_USB_015,
D,,MR_USB_015,
O,,MR_USB_016,
D,,MR_USB_016,
O,,MR_USB_017,
D,,MR_USB_017,
O,,MR_USB_018,
D,,MR_USB_018,
O,,MR_USB_019,
D,,MR_USB_019,
O,,MR_USB_020,
D,,MR_USB_020,
