Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.008
B,,1_2,0.005
B,,2_1,0.004
B,,2_2,0.005
C,,0,0.003
C,,0,0.003
C,,0,0.002
C,,549.5825955,0.343
C,,549.5825955,0.337
C,,549.5825955,0.337
C,,1099.165191,0.676
C,,1099.165191,0.697
C,,1099.165191,0.671
C,,4396.660764,2.614
C,,4396.660764,2.621
C,,4396.660764,2.659
O,0.3,LIF-241,0.568
D,,LIF-241,0.569
O,0.3,LIF-242,0.51
D,,LIF-242,0.509
O,0.3,LIF-243,0.595
D,,LIF-243,0.614
O,0.3,LIF-244,0.524
D,,LIF-244,0.53
O,0.3,LIF-245,0.47
D,,LIF-245,0.473
O,0.3,LIF-246,0.599
D,,LIF-246,0.611
O,0.3,LIF-247,0.431
D,,LIF-247,0.431
O,0.3,LIF-248,0.325
D,,LIF-248,0.321
O,0.3,LIF-249,0.353
D,,LIF-249,0.354
O,0.3,LIF-250,0.418
D,,LIF-250,0.407
O,0.3,LIF-251,0.523
D,,LIF-251,0.527
O,0.3,LIF-252,0.369
D,,LIF-252,0.378
O,0.3,LIF-253,0.362
D,,LIF-253,0.37
O,0.3,LIF-254,0.499
D,,LIF-254,0.502
O,0.3,LIF-255,0.429
D,,LIF-255,0.407
O,0.3,LIF-256,0.433
D,,LIF-256,0.432
O,0.3,LIF-257,0.357
D,,LIF-257,0.359
O,0.3,LIF-258,0.703
D,,LIF-258,0.719
O,0.3,LIF-259,0.247
D,,LIF-259,0.201
O,0.3,LIF-261,0.783
D,,LIF-261,0.796
O,0.3,LIF-262,0.419
D,,LIF-262,0.415
O,0.3,LIF-263,0.409
D,,LIF-263,0.418
O,0.3,LIF-264,0.384
D,,LIF-264,0.376
O,0.3,LIF-265,0.414
D,,LIF-265,0.407
O,0.3,LIF-266,0.5
D,,LIF-266,0.527
O,0.3,LIF-267,0.463
D,,LIF-267,0.477
O,0.3,LIF-268,0.563
D,,LIF-268,0.556
