Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.014
B,,1_2,0.013
B,,2_1,0.011
B,,2_2,0.011
C,,0,0.011
C,,0,0.009
C,,0,0.009
C,,549.5825955,0.316
C,,549.5825955,0.319
C,,549.5825955,0.313
C,,1099.165191,0.618
C,,1099.165191,0.62
C,,1099.165191,0.626
C,,4396.660764,2.32
C,,4396.660764,2.366
C,,4396.660764,2.355
O,,IN-1105,2.784
D,,IN-1105,2.731
O,,IN-1106,2.224
D,,IN-1106,2.192
O,,IN-1107,2.002
D,,IN-1107,2.067
O,,IN-1108,2.805
D,,IN-1108,2.872
O,,IN-1109,2.579
D,,IN-1109,2.529
O,,IN-1110,3
D,,IN-1110,3
O,,IN-1111,2.48
D,,IN-1111,2.509
O,,IN-1112,2.806
D,,IN-1112,2.813
O,,IN-1113,3
D,,IN-1113,3
O,,IN-1114,3
D,,IN-1114,3
O,,IN-1115,2.993
D,,IN-1115,2.991
O,,IN-1116,2.005
D,,IN-1116,1.974
O,,IN-1117,2.078
D,,IN-1117,2.133
O,,IN-1118,2.19
D,,IN-1118,2.144
O,,IN-1119,2.872
D,,IN-1119,2.906
O,,IN-1120,1.148
D,,IN-1120,1.125
O,,IN-1121,2.396
D,,IN-1121,2.388
O,,IN-1122,2.537
D,,IN-1122,2.522
O,,IN-1123,3
D,,IN-1123,3
O,,IN-1124,2.582
D,,IN-1124,2.583
O,,IN-1125,2.689
D,,IN-1125,2.757
O,,IN-1126,3
D,,IN-1126,3
O,,IN-1127,2.571
D,,IN-1127,2.548
O,,IN-1128,1.662
D,,IN-1128,1.672
O,,IN-1129,2.745
D,,IN-1129,2.792
O,,IN-1130,2.605
D,,IN-1130,2.588
O,,IN-1131,0.374
D,,IN-1131,0.37
O,,IN-1132,0.377
D,,IN-1132,0.377
