Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.011
B,,1_2,0.01
B,,2_1,0.01
B,,2_2,0.012
C,,0,0.007
C,,0,0.008
C,,0,0.01
C,,549.5825955,0.332
C,,549.5825955,0.335
C,,549.5825955,0.332
C,,1099.165191,0.656
C,,1099.165191,0.653
C,,1099.165191,0.654
C,,4396.660764,2.562
C,,4396.660764,2.573
C,,4396.660764,2.509
O,,IN-1301,0.214
D,,IN-1301,0.213
O,,IN-1302,0.154
D,,IN-1302,0.156
O,,IN-1303,0.149
D,,IN-1303,0.148
O,,IN-1304,0.166
D,,IN-1304,0.169
O,,IN-1305,0.271
D,,IN-1305,0.26
O,,IN-1306,0.158
D,,IN-1306,0.158
O,,IN-1307,0.248
D,,IN-1307,0.249
O,,IN-1308,0.166
D,,IN-1308,0.17
O,,IN-1309,0.2
D,,IN-1309,0.205
O,,IN-1310,0.257
D,,IN-1310,0.258
O,,IN-1311,0.203
D,,IN-1311,0.205
O,,IN-1312,0.272
D,,IN-1312,0.271
O,,IN-1313,0.257
D,,IN-1313,0.257
O,,IN-1314,0.3
D,,IN-1314,0.297
O,,IN-1315,0.209
D,,IN-1315,0.217
O,,IN-1316,0.176
D,,IN-1316,0.179
O,,IN-1317,0.261
D,,IN-1317,0.27
O,,IN-1318,0.309
D,,IN-1318,0.322
O,,IN-1319,0.3
D,,IN-1319,0.289
O,,IN-1320,0.256
D,,IN-1320,0.253
O,,IN-1321,0.375
D,,IN-1321,0.381
O,,IN-1322,0.255
D,,IN-1322,0.258
